,model_path,seed
402,results/models/policy_gradient__2020-11-25_23-23-37,265.0
403,results/models/policy_gradient__2020-11-26_01-11-36,298.0
404,results/models/policy_gradient__2020-11-26_12-22-41,330.0
405,results/models/policy_gradient__2020-11-26_14-25-34,362.0
406,results/models/policy_gradient__2020-11-26_17-35-50,393.0
407,results/models/policy_gradient__2020-11-26_20-12-29,427.0
408,results/models/policy_gradient__2020-11-26_21-48-06,458.0
409,results/models/policy_gradient__2020-11-26_23-21-52,488.0
410,results/models/policy_gradient__2020-11-25_19-35-58,203.0
411,results/models/policy_gradient__2020-11-25_21-26-39,233.0
412,results/models/policy_gradient__2020-11-25_23-26-54,266.0
413,results/models/policy_gradient__2020-11-26_01-05-27,296.0
414,results/models/policy_gradient__2020-11-26_12-14-07,328.0
415,results/models/policy_gradient__2020-11-26_14-22-30,361.0
416,results/models/policy_gradient__2020-11-26_17-45-58,395.0
417,results/models/policy_gradient__2020-11-26_20-03-25,424.0
418,results/models/policy_gradient__2020-11-26_21-51-06,459.0
419,results/models/policy_gradient__2020-11-26_23-28-56,490.0
420,results/models/policy_gradient__2020-11-25_19-35-58,203.0
421,results/models/policy_gradient__2020-11-25_21-26-39,233.0
422,results/models/policy_gradient__2020-11-25_23-26-54,266.0
423,results/models/policy_gradient__2020-11-26_01-05-27,296.0
424,results/models/policy_gradient__2020-11-26_12-14-07,328.0
425,results/models/policy_gradient__2020-11-26_14-22-30,361.0
426,results/models/policy_gradient__2020-11-26_17-45-58,395.0
427,results/models/policy_gradient__2020-11-26_20-03-25,424.0
428,results/models/policy_gradient__2020-11-26_21-51-06,459.0
429,results/models/policy_gradient__2020-11-26_23-28-56,490.0
430,results/models/policy_gradient__2020-11-25_19-25-24,200.0
431,results/models/policy_gradient__2020-11-25_21-22-46,232.0
432,results/models/policy_gradient__2020-11-25_23-19-21,264.0
433,results/models/policy_gradient__2020-11-26_01-14-26,299.0
434,results/models/policy_gradient__2020-11-26_12-18-09,329.0
435,results/models/policy_gradient__2020-11-26_14-19-15,360.0
436,results/models/policy_gradient__2020-11-26_17-31-02,392.0
437,results/models/policy_gradient__2020-11-26_20-06-27,425.0
438,results/models/policy_gradient__2020-11-26_21-42-03,456.0
439,results/models/policy_gradient__2020-11-26_23-32-37,491.0
440,results/models/policy_gradient__2020-11-25_19-29-05,201.0
441,results/models/policy_gradient__2020-11-25_21-29-44,234.0
442,results/models/policy_gradient__2020-11-25_23-23-37,265.0
443,results/models/policy_gradient__2020-11-26_01-11-36,298.0
444,results/models/policy_gradient__2020-11-26_12-22-41,330.0
445,results/models/policy_gradient__2020-11-26_14-25-34,362.0
446,results/models/policy_gradient__2020-11-26_17-35-50,393.0
447,results/models/policy_gradient__2020-11-26_20-12-29,427.0
448,results/models/policy_gradient__2020-11-26_21-48-06,458.0
449,results/models/policy_gradient__2020-11-26_23-21-52,488.0
450,results/models/policy_gradient__2020-11-25_19-29-05,201.0
451,results/models/policy_gradient__2020-11-25_21-22-46,232.0
452,results/models/policy_gradient__2020-11-25_23-30-07,267.0
453,results/models/policy_gradient__2020-11-26_01-08-34,297.0
454,results/models/policy_gradient__2020-11-26_12-28-49,331.0
455,results/models/policy_gradient__2020-11-26_14-28-45,363.0
456,results/models/policy_gradient__2020-11-26_17-31-02,392.0
457,results/models/policy_gradient__2020-11-26_20-06-27,425.0
458,results/models/policy_gradient__2020-11-26_21-42-03,456.0
459,results/models/policy_gradient__2020-11-26_23-21-52,488.0
460,results/models/policy_gradient__2020-11-25_19-29-05,201.0
461,results/models/policy_gradient__2020-11-25_21-22-46,232.0
462,results/models/policy_gradient__2020-11-25_23-23-37,265.0
463,results/models/policy_gradient__2020-11-26_01-11-36,298.0
464,results/models/policy_gradient__2020-11-26_12-22-41,330.0
465,results/models/policy_gradient__2020-11-26_14-25-34,362.0
466,results/models/policy_gradient__2020-11-26_17-35-50,393.0
467,results/models/policy_gradient__2020-11-26_20-12-29,427.0
468,results/models/policy_gradient__2020-11-26_21-48-06,458.0
469,results/models/policy_gradient__2020-11-26_23-21-52,488.0
470,results/models/policy_gradient__2020-11-25_19-25-24,200.0
471,results/models/policy_gradient__2020-11-25_21-22-46,232.0
472,results/models/policy_gradient__2020-11-25_23-19-21,264.0
473,results/models/policy_gradient__2020-11-26_01-14-26,299.0
474,results/models/policy_gradient__2020-11-26_12-18-09,329.0
475,results/models/policy_gradient__2020-11-26_14-22-30,361.0
476,results/models/policy_gradient__2020-11-26_17-40-34,394.0
477,results/models/policy_gradient__2020-11-26_20-09-29,426.0
478,results/models/policy_gradient__2020-11-26_21-51-06,459.0
479,results/models/policy_gradient__2020-11-26_23-32-37,491.0
480,results/models/policy_gradient__2020-11-25_19-35-58,203.0
481,results/models/policy_gradient__2020-11-25_21-26-39,233.0
482,results/models/policy_gradient__2020-11-25_23-26-54,266.0
483,results/models/policy_gradient__2020-11-26_01-05-27,296.0
484,results/models/policy_gradient__2020-11-26_12-14-07,328.0
485,results/models/policy_gradient__2020-11-26_14-22-30,361.0
486,results/models/policy_gradient__2020-11-26_17-45-58,395.0
487,results/models/policy_gradient__2020-11-26_20-03-25,424.0
488,results/models/policy_gradient__2020-11-26_21-51-06,459.0
489,results/models/policy_gradient__2020-11-26_23-28-56,490.0
490,results/models/policy_gradient__2020-11-25_19-25-24,200.0
491,results/models/policy_gradient__2020-11-25_21-22-46,232.0
492,results/models/policy_gradient__2020-11-25_23-30-07,267.0
493,results/models/policy_gradient__2020-11-26_01-08-34,297.0
494,results/models/policy_gradient__2020-11-26_12-28-49,331.0
495,results/models/policy_gradient__2020-11-26_14-19-15,360.0
496,results/models/policy_gradient__2020-11-26_17-31-02,392.0
497,results/models/policy_gradient__2020-11-26_20-06-27,425.0
498,results/models/policy_gradient__2020-11-26_21-42-03,456.0
499,results/models/policy_gradient__2020-11-26_23-32-37,491.0
500,results/models/policy_gradient__2020-11-25_19-29-05,201.0
501,results/models/policy_gradient__2020-11-25_21-32-47,235.0
502,results/models/policy_gradient__2020-11-25_23-30-07,267.0
503,results/models/policy_gradient__2020-11-26_01-08-34,297.0
504,results/models/policy_gradient__2020-11-26_12-28-49,331.0
505,results/models/policy_gradient__2020-11-26_14-28-45,363.0
506,results/models/policy_gradient__2020-11-26_17-31-02,392.0
507,results/models/policy_gradient__2020-11-26_20-06-27,425.0
508,results/models/policy_gradient__2020-11-26_21-45-04,457.0
509,results/models/policy_gradient__2020-11-26_23-21-52,488.0
510,results/models/policy_gradient__2020-11-25_19-35-58,203.0
511,results/models/policy_gradient__2020-11-25_21-26-39,233.0
512,results/models/policy_gradient__2020-11-25_23-26-54,266.0
513,results/models/policy_gradient__2020-11-26_01-05-27,296.0
514,results/models/policy_gradient__2020-11-26_12-14-07,328.0
515,results/models/policy_gradient__2020-11-26_14-22-30,361.0
516,results/models/policy_gradient__2020-11-26_17-45-58,395.0
517,results/models/policy_gradient__2020-11-26_20-03-25,424.0
518,results/models/policy_gradient__2020-11-26_21-51-06,459.0
519,results/models/policy_gradient__2020-11-26_23-28-56,490.0
520,results/models/policy_gradient__2020-11-25_19-35-58,203.0
521,results/models/policy_gradient__2020-11-25_21-26-39,233.0
522,results/models/policy_gradient__2020-11-25_23-26-54,266.0
523,results/models/policy_gradient__2020-11-26_01-05-27,296.0
524,results/models/policy_gradient__2020-11-26_12-14-07,328.0
525,results/models/policy_gradient__2020-11-26_14-22-30,361.0
526,results/models/policy_gradient__2020-11-26_17-45-58,395.0
527,results/models/policy_gradient__2020-11-26_20-03-25,424.0
528,results/models/policy_gradient__2020-11-26_21-51-06,459.0
529,results/models/policy_gradient__2020-11-26_23-28-56,490.0
530,results/models/policy_gradient__2020-11-25_19-35-58,203.0
531,results/models/policy_gradient__2020-11-25_21-26-39,233.0
532,results/models/policy_gradient__2020-11-25_23-26-54,266.0
533,results/models/policy_gradient__2020-11-26_01-05-27,296.0
534,results/models/policy_gradient__2020-11-26_12-14-07,328.0
535,results/models/policy_gradient__2020-11-26_14-22-30,361.0
536,results/models/policy_gradient__2020-11-26_17-45-58,395.0
537,results/models/policy_gradient__2020-11-26_20-03-25,424.0
538,results/models/policy_gradient__2020-11-26_21-51-06,459.0
539,results/models/policy_gradient__2020-11-26_23-28-56,490.0
540,results/models/policy_gradient__2020-11-25_19-32-24,202.0
541,results/models/policy_gradient__2020-11-25_21-26-39,233.0
542,results/models/policy_gradient__2020-11-25_23-26-54,266.0
543,results/models/policy_gradient__2020-11-26_01-05-27,296.0
544,results/models/policy_gradient__2020-11-26_12-14-07,328.0
545,results/models/policy_gradient__2020-11-26_14-22-30,361.0
546,results/models/policy_gradient__2020-11-26_17-45-58,395.0
547,results/models/policy_gradient__2020-11-26_20-03-25,424.0
548,results/models/policy_gradient__2020-11-26_21-51-06,459.0
549,results/models/policy_gradient__2020-11-26_23-28-56,490.0
550,results/models/policy_gradient__2020-11-25_19-29-05,201.0
551,results/models/policy_gradient__2020-11-25_21-29-44,234.0
552,results/models/policy_gradient__2020-11-25_23-23-37,265.0
553,results/models/policy_gradient__2020-11-26_01-11-36,298.0
554,results/models/policy_gradient__2020-11-26_12-22-41,330.0
555,results/models/policy_gradient__2020-11-26_14-25-34,362.0
556,results/models/policy_gradient__2020-11-26_17-35-50,393.0
557,results/models/policy_gradient__2020-11-26_20-12-29,427.0
558,results/models/policy_gradient__2020-11-26_21-48-06,458.0
559,results/models/policy_gradient__2020-11-26_23-21-52,488.0
560,results/models/policy_gradient__2020-11-25_19-35-58,203.0
561,results/models/policy_gradient__2020-11-25_21-26-39,233.0
562,results/models/policy_gradient__2020-11-25_23-26-54,266.0
563,results/models/policy_gradient__2020-11-26_01-05-27,296.0
564,results/models/policy_gradient__2020-11-26_12-14-07,328.0
565,results/models/policy_gradient__2020-11-26_14-22-30,361.0
566,results/models/policy_gradient__2020-11-26_17-45-58,395.0
567,results/models/policy_gradient__2020-11-26_20-03-25,424.0
568,results/models/policy_gradient__2020-11-26_21-51-06,459.0
569,results/models/policy_gradient__2020-11-26_23-28-56,490.0
570,results/models/policy_gradient__2020-11-25_19-29-05,201.0
571,results/models/policy_gradient__2020-11-25_21-32-47,235.0
572,results/models/policy_gradient__2020-11-25_23-30-07,267.0
573,results/models/policy_gradient__2020-11-26_01-08-34,297.0
574,results/models/policy_gradient__2020-11-26_12-28-49,331.0
575,results/models/policy_gradient__2020-11-26_14-28-45,363.0
576,results/models/policy_gradient__2020-11-26_17-31-02,392.0
577,results/models/policy_gradient__2020-11-26_20-06-27,425.0
578,results/models/policy_gradient__2020-11-26_21-45-04,457.0
579,results/models/policy_gradient__2020-11-26_23-21-52,488.0
580,results/models/policy_gradient__2020-11-25_19-29-05,201.0
581,results/models/policy_gradient__2020-11-25_21-32-47,235.0
582,results/models/policy_gradient__2020-11-25_23-30-07,267.0
583,results/models/policy_gradient__2020-11-26_01-08-34,297.0
584,results/models/policy_gradient__2020-11-26_12-22-41,330.0
585,results/models/policy_gradient__2020-11-26_14-28-45,363.0
586,results/models/policy_gradient__2020-11-26_17-31-02,392.0
587,results/models/policy_gradient__2020-11-26_20-06-27,425.0
588,results/models/policy_gradient__2020-11-26_21-42-03,456.0
589,results/models/policy_gradient__2020-11-26_23-21-52,488.0
590,results/models/policy_gradient__2020-11-25_19-29-05,201.0
591,results/models/policy_gradient__2020-11-25_21-22-46,232.0
592,results/models/policy_gradient__2020-11-25_23-30-07,267.0
593,results/models/policy_gradient__2020-11-26_01-08-34,297.0
594,results/models/policy_gradient__2020-11-26_12-28-49,331.0
595,results/models/policy_gradient__2020-11-26_14-19-15,360.0
596,results/models/policy_gradient__2020-11-26_17-31-02,392.0
597,results/models/policy_gradient__2020-11-26_20-06-27,425.0
598,results/models/policy_gradient__2020-11-26_21-42-03,456.0
599,results/models/policy_gradient__2020-11-26_23-21-52,488.0
600,results/models/policy_gradient__2020-11-25_19-29-05,201.0
601,results/models/policy_gradient__2020-11-25_21-41-43,238.0
602,results/models/policy_gradient__2020-11-25_23-36-40,269.0
603,results/models/policy_gradient__2020-11-26_01-23-06,302.0
604,results/models/policy_gradient__2020-11-26_12-35-22,332.0
605,results/models/policy_gradient__2020-11-26_14-36-30,365.0
606,results/models/policy_gradient__2020-11-26_17-35-50,393.0
607,results/models/policy_gradient__2020-11-26_20-12-29,427.0
608,results/models/policy_gradient__2020-11-26_22-00-10,462.0
609,results/models/policy_gradient__2020-11-26_23-21-52,488.0
610,results/models/policy_gradient__2020-11-25_19-35-58,203.0
611,results/models/policy_gradient__2020-11-25_21-44-40,239.0
612,results/models/policy_gradient__2020-11-25_23-43-13,271.0
613,results/models/policy_gradient__2020-11-26_01-25-56,303.0
614,results/models/policy_gradient__2020-11-26_12-14-07,328.0
615,results/models/policy_gradient__2020-11-26_14-22-30,361.0
616,results/models/policy_gradient__2020-11-26_17-45-58,395.0
617,results/models/policy_gradient__2020-11-26_20-03-25,424.0
618,results/models/policy_gradient__2020-11-26_21-57-08,461.0
619,results/models/policy_gradient__2020-11-26_23-46-04,495.0
620,results/models/policy_gradient__2020-11-25_19-35-58,203.0
621,results/models/policy_gradient__2020-11-25_21-44-40,239.0
622,results/models/policy_gradient__2020-11-25_23-43-13,271.0
623,results/models/policy_gradient__2020-11-26_01-25-56,303.0
624,results/models/policy_gradient__2020-11-26_12-14-07,328.0
625,results/models/policy_gradient__2020-11-26_14-22-30,361.0
626,results/models/policy_gradient__2020-11-26_17-45-58,395.0
627,results/models/policy_gradient__2020-11-26_20-03-25,424.0
628,results/models/policy_gradient__2020-11-26_21-57-08,461.0
629,results/models/policy_gradient__2020-11-26_23-46-04,495.0
630,results/models/policy_gradient__2020-11-25_19-25-24,200.0
631,results/models/policy_gradient__2020-11-25_21-22-46,232.0
632,results/models/policy_gradient__2020-11-25_23-19-21,264.0
633,results/models/policy_gradient__2020-11-26_01-14-26,299.0
634,results/models/policy_gradient__2020-11-26_12-18-09,329.0
635,results/models/policy_gradient__2020-11-26_14-19-15,360.0
636,results/models/policy_gradient__2020-11-26_18-07-20,399.0
637,results/models/policy_gradient__2020-11-26_20-06-27,425.0
638,results/models/policy_gradient__2020-11-26_21-42-03,456.0
639,results/models/policy_gradient__2020-11-26_23-42-59,494.0
640,results/models/policy_gradient__2020-11-25_19-29-05,201.0
641,results/models/policy_gradient__2020-11-25_21-41-43,238.0
642,results/models/policy_gradient__2020-11-25_23-36-40,269.0
643,results/models/policy_gradient__2020-11-26_01-23-06,302.0
644,results/models/policy_gradient__2020-11-26_12-22-41,330.0
645,results/models/policy_gradient__2020-11-26_14-25-34,362.0
646,results/models/policy_gradient__2020-11-26_17-35-50,393.0
647,results/models/policy_gradient__2020-11-26_20-12-29,427.0
648,results/models/policy_gradient__2020-11-26_22-00-10,462.0
649,results/models/policy_gradient__2020-11-26_23-21-52,488.0
650,results/models/policy_gradient__2020-11-25_19-46-39,206.0
651,results/models/policy_gradient__2020-11-25_21-22-46,232.0
652,results/models/policy_gradient__2020-11-25_23-40-00,270.0
653,results/models/policy_gradient__2020-11-26_01-17-19,300.0
654,results/models/policy_gradient__2020-11-26_12-46-43,335.0
655,results/models/policy_gradient__2020-11-26_14-28-45,363.0
656,results/models/policy_gradient__2020-11-26_17-31-02,392.0
657,results/models/policy_gradient__2020-11-26_20-06-27,425.0
658,results/models/policy_gradient__2020-11-26_21-42-03,456.0
659,results/models/policy_gradient__2020-11-26_23-42-59,494.0
660,results/models/policy_gradient__2020-11-25_19-29-05,201.0
661,results/models/policy_gradient__2020-11-25_21-41-43,238.0
662,results/models/policy_gradient__2020-11-25_23-36-40,269.0
663,results/models/policy_gradient__2020-11-26_01-23-06,302.0
664,results/models/policy_gradient__2020-11-26_12-35-22,332.0
665,results/models/policy_gradient__2020-11-26_14-36-30,365.0
666,results/models/policy_gradient__2020-11-26_17-35-50,393.0
667,results/models/policy_gradient__2020-11-26_20-12-29,427.0
668,results/models/policy_gradient__2020-11-26_22-00-10,462.0
669,results/models/policy_gradient__2020-11-26_23-21-52,488.0
670,results/models/policy_gradient__2020-11-25_19-25-24,200.0
671,results/models/policy_gradient__2020-11-25_21-38-46,237.0
672,results/models/policy_gradient__2020-11-25_23-19-21,264.0
673,results/models/policy_gradient__2020-11-26_01-14-26,299.0
674,results/models/policy_gradient__2020-11-26_12-18-09,329.0
675,results/models/policy_gradient__2020-11-26_14-22-30,361.0
676,results/models/policy_gradient__2020-11-26_18-07-20,399.0
677,results/models/policy_gradient__2020-11-26_20-19-02,429.0
678,results/models/policy_gradient__2020-11-26_21-57-08,461.0
679,results/models/policy_gradient__2020-11-26_23-32-37,491.0
680,results/models/policy_gradient__2020-11-25_19-35-58,203.0
681,results/models/policy_gradient__2020-11-25_21-44-40,239.0
682,results/models/policy_gradient__2020-11-25_23-43-13,271.0
683,results/models/policy_gradient__2020-11-26_01-25-56,303.0
684,results/models/policy_gradient__2020-11-26_12-14-07,328.0
685,results/models/policy_gradient__2020-11-26_14-22-30,361.0
686,results/models/policy_gradient__2020-11-26_17-45-58,395.0
687,results/models/policy_gradient__2020-11-26_20-03-25,424.0
688,results/models/policy_gradient__2020-11-26_21-57-08,461.0
689,results/models/policy_gradient__2020-11-26_23-46-04,495.0
690,results/models/policy_gradient__2020-11-25_19-46-39,206.0
691,results/models/policy_gradient__2020-11-25_21-22-46,232.0
692,results/models/policy_gradient__2020-11-25_23-30-07,267.0
693,results/models/policy_gradient__2020-11-26_01-17-19,300.0
694,results/models/policy_gradient__2020-11-26_12-28-49,331.0
695,results/models/policy_gradient__2020-11-26_14-19-15,360.0
696,results/models/policy_gradient__2020-11-26_17-31-02,392.0
697,results/models/policy_gradient__2020-11-26_20-06-27,425.0
698,results/models/policy_gradient__2020-11-26_21-42-03,456.0
699,results/models/policy_gradient__2020-11-26_23-42-59,494.0
700,results/models/policy_gradient__2020-11-25_19-46-39,206.0
701,results/models/policy_gradient__2020-11-25_21-32-47,235.0
702,results/models/policy_gradient__2020-11-25_23-30-07,267.0
703,results/models/policy_gradient__2020-11-26_01-08-34,297.0
704,results/models/policy_gradient__2020-11-26_12-43-22,334.0
705,results/models/policy_gradient__2020-11-26_14-39-41,366.0
706,results/models/policy_gradient__2020-11-26_18-00-34,397.0
707,results/models/policy_gradient__2020-11-26_20-25-18,431.0
708,results/models/policy_gradient__2020-11-26_21-45-04,457.0
709,results/models/policy_gradient__2020-11-26_23-42-59,494.0
710,results/models/policy_gradient__2020-11-25_19-35-58,203.0
711,results/models/policy_gradient__2020-11-25_21-44-40,239.0
712,results/models/policy_gradient__2020-11-25_23-43-13,271.0
713,results/models/policy_gradient__2020-11-26_01-25-56,303.0
714,results/models/policy_gradient__2020-11-26_12-14-07,328.0
715,results/models/policy_gradient__2020-11-26_14-22-30,361.0
716,results/models/policy_gradient__2020-11-26_17-45-58,395.0
717,results/models/policy_gradient__2020-11-26_20-03-25,424.0
718,results/models/policy_gradient__2020-11-26_21-57-08,461.0
719,results/models/policy_gradient__2020-11-26_23-46-04,495.0
720,results/models/policy_gradient__2020-11-25_19-35-58,203.0
721,results/models/policy_gradient__2020-11-25_21-44-40,239.0
722,results/models/policy_gradient__2020-11-25_23-43-13,271.0
723,results/models/policy_gradient__2020-11-26_01-25-56,303.0
724,results/models/policy_gradient__2020-11-26_12-14-07,328.0
725,results/models/policy_gradient__2020-11-26_14-22-30,361.0
726,results/models/policy_gradient__2020-11-26_17-54-04,396.0
727,results/models/policy_gradient__2020-11-26_20-03-25,424.0
728,results/models/policy_gradient__2020-11-26_21-51-06,459.0
729,results/models/policy_gradient__2020-11-26_23-46-04,495.0
730,results/models/policy_gradient__2020-11-25_19-35-58,203.0
731,results/models/policy_gradient__2020-11-25_21-44-40,239.0
732,results/models/policy_gradient__2020-11-25_23-43-13,271.0
733,results/models/policy_gradient__2020-11-26_01-25-56,303.0
734,results/models/policy_gradient__2020-11-26_12-14-07,328.0
735,results/models/policy_gradient__2020-11-26_14-22-30,361.0
736,results/models/policy_gradient__2020-11-26_17-45-58,395.0
737,results/models/policy_gradient__2020-11-26_20-03-25,424.0
738,results/models/policy_gradient__2020-11-26_21-51-06,459.0
739,results/models/policy_gradient__2020-11-26_23-46-04,495.0
740,results/models/policy_gradient__2020-11-25_19-32-24,202.0
741,results/models/policy_gradient__2020-11-25_21-44-40,239.0
742,results/models/policy_gradient__2020-11-25_23-26-54,266.0
743,results/models/policy_gradient__2020-11-26_01-25-56,303.0
744,results/models/policy_gradient__2020-11-26_12-14-07,328.0
745,results/models/policy_gradient__2020-11-26_14-22-30,361.0
746,results/models/policy_gradient__2020-11-26_17-45-58,395.0
747,results/models/policy_gradient__2020-11-26_20-03-25,424.0
748,results/models/policy_gradient__2020-11-26_21-57-08,461.0
749,results/models/policy_gradient__2020-11-26_23-28-56,490.0
750,results/models/policy_gradient__2020-11-25_19-29-05,201.0
751,results/models/policy_gradient__2020-11-25_21-41-43,238.0
752,results/models/policy_gradient__2020-11-25_23-36-40,269.0
753,results/models/policy_gradient__2020-11-26_01-20-11,301.0
754,results/models/policy_gradient__2020-11-26_12-22-41,330.0
755,results/models/policy_gradient__2020-11-26_14-25-34,362.0
756,results/models/policy_gradient__2020-11-26_18-04-00,398.0
757,results/models/policy_gradient__2020-11-26_20-12-29,427.0
758,results/models/policy_gradient__2020-11-26_21-48-06,458.0
759,results/models/policy_gradient__2020-11-26_23-21-52,488.0
760,results/models/policy_gradient__2020-11-25_19-35-58,203.0
761,results/models/policy_gradient__2020-11-25_21-44-40,239.0
762,results/models/policy_gradient__2020-11-25_23-43-13,271.0
763,results/models/policy_gradient__2020-11-26_01-25-56,303.0
764,results/models/policy_gradient__2020-11-26_12-14-07,328.0
765,results/models/policy_gradient__2020-11-26_14-22-30,361.0
766,results/models/policy_gradient__2020-11-26_17-54-04,396.0
767,results/models/policy_gradient__2020-11-26_20-03-25,424.0
768,results/models/policy_gradient__2020-11-26_21-51-06,459.0
769,results/models/policy_gradient__2020-11-26_23-46-04,495.0
770,results/models/policy_gradient__2020-11-25_19-46-39,206.0
771,results/models/policy_gradient__2020-11-25_21-32-47,235.0
772,results/models/policy_gradient__2020-11-25_23-40-00,270.0
773,results/models/policy_gradient__2020-11-26_01-17-19,300.0
774,results/models/policy_gradient__2020-11-26_12-28-49,331.0
775,results/models/policy_gradient__2020-11-26_14-39-41,366.0
776,results/models/policy_gradient__2020-11-26_17-31-02,392.0
777,results/models/policy_gradient__2020-11-26_20-25-18,431.0
778,results/models/policy_gradient__2020-11-26_21-54-06,460.0
779,results/models/policy_gradient__2020-11-26_23-36-19,492.0
780,results/models/policy_gradient__2020-11-25_19-46-39,206.0
781,results/models/policy_gradient__2020-11-25_21-35-46,236.0
782,results/models/policy_gradient__2020-11-25_23-40-00,270.0
783,results/models/policy_gradient__2020-11-26_01-17-19,300.0
784,results/models/policy_gradient__2020-11-26_12-46-43,335.0
785,results/models/policy_gradient__2020-11-26_14-28-45,363.0
786,results/models/policy_gradient__2020-11-26_17-31-02,392.0
787,results/models/policy_gradient__2020-11-26_20-22-11,430.0
788,results/models/policy_gradient__2020-11-26_21-54-06,460.0
789,results/models/policy_gradient__2020-11-26_23-36-19,492.0
790,results/models/policy_gradient__2020-11-25_19-46-39,206.0
791,results/models/policy_gradient__2020-11-25_21-22-46,232.0
792,results/models/policy_gradient__2020-11-25_23-30-07,267.0
793,results/models/policy_gradient__2020-11-26_01-08-34,297.0
794,results/models/policy_gradient__2020-11-26_12-28-49,331.0
795,results/models/policy_gradient__2020-11-26_14-32-35,364.0
796,results/models/policy_gradient__2020-11-26_18-00-34,397.0
797,results/models/policy_gradient__2020-11-26_20-25-18,431.0
798,results/models/policy_gradient__2020-11-26_21-42-03,456.0
799,results/models/policy_gradient__2020-11-26_23-42-59,494.0
800,results/models/policy_gradient__2020-11-25_19-29-05,201.0
801,results/models/policy_gradient__2020-11-25_21-59-41,244.0
